engine_temp,fuel_efficiency,vibration_level,odometer,coolant_level,battery_voltage,label
89.57075619631647,13.822152061922203,4.096098040292983,139960.9078749398,58.79806765443025,12.296819162703574,0
69.40023840639256,11.812139190879016,3.6682445777591273,117507.68740471128,68.4282760333927,12.280205643683354,0
96.25676793709685,12.756580802492424,5.868019646900214,168645.09885502362,59.09981884805311,12.121336034997821,0
99.1084707458682,15.901731133201228,5.503708830590011,28086.68669040355,88.58247499621635,12.571393171462335,0
55.734472170192454,14.008979873599868,2.190416904779345,79385.59566742982,76.44681178705628,12.493858475081904,0
65.46730739706523,15.020629930605013,7.245356509127477,71499.14464228698,50.38708352924476,11.763740120692233,0
86.91760604750928,16.01023772660657,4.811610849298333,11052.692943655944,50.22958849289396,11.739389601904257,0
80.25636111484627,12.875475611307172,2.778137809568559,132413.08819118777,62.0454507922803,12.569873781282302,0
84.74798263743567,16.268744490889418,7.377568228707748,79184.13776786566,42.42971229361473,12.073885428482187,0
72.2043410863963,15.136527810375183,6.2513511431923074,119585.24819946248,72.4943245979873,12.52081646204013,0
98.19096962294243,10.295560739265564,2.4709160161041717,184390.87737318448,60.42400782765375,12.712372631243676,0
96.66687903143422,18.326914373558733,8.554365680515449,75870.25232689567,58.84688366287799,11.891618865037776,0
85.99046046341824,12.497765768729252,6.317594736732385,73153.88069371379,65.30430501656224,11.835385098169526,0
101.90861810452049,9.034713970444448,4.979607768749908,94746.56678895984,80.84244825053588,13.069772672958118,0
92.01264013378068,10.864868871241093,8.180437611243558,129489.89411933639,57.56433028281258,12.540628313184984,0
72.11061305675142,10.936864517965034,5.3185955676592815,67331.478987594,53.304394436929236,12.232303737330692,0
90.53126176123749,14.1565199559726,4.943833849791936,64761.53611471478,77.63079434983868,12.026423818941495,0
70.61676098756502,13.178448483361288,3.679399767956022,132287.57080965463,69.51325623986703,12.195823660437089,0
98.17675451960909,12.989504097078221,6.163700878614157,105145.57295352142,50.18530239424417,11.923771065554677,0
84.2511113352062,15.859105896447437,5.9532059346479596,8210.869479807166,55.0777967298853,12.753364869636236,0
82.2270645468211,15.01962608357811,5.029360279779422,40984.32802123568,57.93071373908198,12.089299538557473,0
74.78605683394088,14.948143611932858,3.420027292264794,150049.43455308842,60.427194169074745,12.837413835286506,0
103.33812008011046,15.229485371986078,5.259859708332148,106077.1313231525,34.65100223591329,12.239748432091996,1
82.68205776896797,15.848404004006715,4.860402428475724,59512.162758510036,31.8627308829766,11.982659926553074,0
78.57508266755339,7.676139974667671,2.333051362531598,83183.61371060071,41.68914966996319,12.22947936479448,0
79.71799674267656,12.906685243206617,2.0563752973516287,90529.46691206681,40.528923354829864,11.350333288999433,0
92.98463778330023,7.459369806531578,6.130306757619539,119429.33441120655,45.34263979041246,12.351692569330398,0
90.48166096546117,14.108179780393387,0.0,35669.46420564842,64.52065963135007,12.331952323547936,0
91.19098917393983,13.986101083326965,5.41082105392252,56362.03445318168,52.46606265512892,12.729897098619187,0
91.46231504511825,17.13659682436904,4.043833884492351,100918.23019453556,57.94591907515282,11.645478028806648,0
117.12471401305692,17.562903178163364,7.616493213759821,86006.61678018198,36.63544884936607,12.864746544345419,1
78.90377475423077,14.608325144757101,4.013063581692249,112874.36730546839,48.075366956185825,12.728239717999063,0
77.31635906392694,12.4989167678093,6.318968428503792,40819.70410561609,63.8088649261726,12.900817425479465,0
72.79340907628183,15.455483337637213,4.206172317524417,104285.14705085284,63.924286872652026,12.378911449598345,0
94.23969133863244,12.41624708802706,5.227496306972287,133663.3447750989,44.13139257718138,12.805558733641103,0
101.93458439081337,13.995822045669954,6.473673061840103,109472.74188597134,57.4249357956933,11.811502386037239,0
83.29078813517687,16.9584089508823,4.07488856735084,95564.46959046368,87.98271780223499,12.685219026081814,0
72.39765284556208,12.326685962031728,6.993109768996808,86164.65589736117,54.73603106116543,12.091534895160022,0
72.6327817646314,16.417035917727503,3.012604245787034,56605.95388913993,44.60219580786332,11.739439267030825,0
94.75889181737051,16.032204106076907,5.5891856851167585,87120.05630240845,52.393564159567596,11.950343792734255,0
96.14881256805164,11.135624548607534,6.845279445575706,140388.23411521624,56.382656612902494,12.402212455451709,0
93.14731402457792,16.921682384652204,6.320074983580669,85238.85973599499,52.73247428964176,12.070280316712958,0
75.01735439066958,16.095699036114514,8.83288975347082,54407.840426063594,54.52967948985248,12.550429412678321,0
88.4824198460008,14.305777662117972,3.473121365378679,70310.11644938454,33.3482980459474,11.676704977998394,0
